timestamp,total_elapsed_us,delta_us,signal,value
31:16.4,27362498,102811,Battery_SOC,41
31:16.4,27364954,2456,Temp_High,36
31:16.4,27364954,2456,Temp_Low,26
31:16.5,27467752,102798,Current,34.8
31:16.5,27467752,102798,Voltage,332.8
31:16.5,27467752,102798,Battery_SOC,42
31:16.5,27470222,2470,Temp_High,36
31:16.5,27470222,2470,Temp_Low,26
31:16.6,27573076,102854,Current,35.8
31:16.6,27573076,102854,Voltage,332.8
31:16.6,27573076,102854,Battery_SOC,43
31:16.6,27575485,2409,Temp_High,37
31:16.6,27575485,2409,Temp_Low,27
31:16.7,27678309,102824,Current,36.8
31:16.7,27678309,102824,Voltage,332.8
31:16.7,27678309,102824,Battery_SOC,44
31:16.7,27680760,2451,Temp_High,37
31:16.7,27680760,2451,Temp_Low,27
31:16.8,27783635,102875,Current,37.8
31:16.8,27783635,102875,Voltage,332.8
31:16.8,27783635,102875,Battery_SOC,45
31:16.8,27786034,2399,Temp_High,38
31:16.8,27786034,2399,Temp_Low,28
31:16.9,27888842,102808,Current,38.8
31:16.9,27888842,102808,Voltage,332.8
31:16.9,27888842,102808,Battery_SOC,46
31:16.9,27891297,2455,Temp_High,38
31:16.9,27891297,2455,Temp_Low,28
31:17.0,27994101,102804,Current,39.8
31:17.0,27994101,102804,Voltage,332.8
31:17.0,27994101,102804,Battery_SOC,47
31:17.0,27996565,2464,Temp_High,38
31:17.0,27996565,2464,Temp_Low,28
31:17.1,28099408,102843,Current,40.8
31:17.1,28099408,102843,Voltage,332.8
31:17.1,28099408,102843,Battery_SOC,48
31:17.1,28101834,2426,Temp_High,39
31:17.1,28101834,2426,Temp_Low,29
31:17.2,28204586,102752,Current,41.8
31:17.2,28204586,102752,Voltage,332.8
31:17.2,28204586,102752,Battery_SOC,49
31:17.2,28207109,2523,Temp_High,39
31:17.2,28207109,2523,Temp_Low,29
31:17.3,28309895,102786,Current,42.8
31:17.3,28309895,102786,Voltage,332.8
31:17.3,28309895,102786,Battery_SOC,50
31:17.3,28312380,2485,Temp_High,40
31:17.3,28312380,2485,Temp_Low,30
31:17.4,28415238,102858,Current,43.8
31:17.4,28415238,102858,Voltage,332.8
31:17.4,28415238,102858,Battery_SOC,51
31:17.4,28417658,2420,Temp_High,40
31:17.4,28417658,2420,Temp_Low,30
31:17.5,28520466,102808,Current,70.4
31:17.5,28520466,102808,Voltage,332.8
31:17.5,28520466,102808,Battery_SOC,52
31:17.5,28522929,2463,Temp_High,40
31:17.5,28522929,2463,Temp_Low,30
31:17.6,28625701,102772,Current,71.4
31:17.6,28625701,102772,Voltage,332.8
31:17.6,28625701,102772,Battery_SOC,53
31:17.6,28628256,2555,Temp_High,41
31:17.6,28628256,2555,Temp_Low,31
31:17.7,28731085,102829,Current,72.4
31:17.7,28731085,102829,Voltage,332.8
31:17.7,28731085,102829,Battery_SOC,54
31:17.7,28733450,2365,Temp_High,41
31:17.7,28733450,2365,Temp_Low,31
31:17.8,28836268,102818,Current,73.4
31:17.8,28836268,102818,Voltage,332.8
31:17.8,28836268,102818,Battery_SOC,55
31:17.8,28838729,2461,Temp_High,42
31:17.8,28838729,2461,Temp_Low,32
31:17.9,28941584,102855,Current,74.4
31:17.9,28941584,102855,Voltage,332.8
31:17.9,28941584,102855,Battery_SOC,56
31:17.9,28944027,2443,Temp_High,42
31:17.9,28944027,2443,Temp_Low,32
31:18.0,29046839,102812,Current,75.4
31:18.0,29046839,102812,Voltage,332.8
31:18.0,29046839,102812,Battery_SOC,57
31:18.0,29049276,2437,Temp_High,42
31:18.0,29049276,2437,Temp_Low,32
31:18.1,29152090,102814,Current,76.4
31:18.1,29152090,102814,Voltage,332.8
31:18.1,29152090,102814,Battery_SOC,58
31:18.1,29154552,2462,Temp_High,43
31:18.1,29154552,2462,Temp_Low,33
31:18.3,29257372,102820,Current,51.8
31:18.3,29257372,102820,Voltage,358.4
31:18.3,29257372,102820,Battery_SOC,59
31:18.3,29259779,2407,Temp_High,43
31:18.3,29259779,2407,Temp_Low,33
31:18.4,29362651,102872,Current,52.8
31:18.4,29362651,102872,Voltage,358.4
31:18.4,29362651,102872,Battery_SOC,60
31:18.4,29365050,2399,Temp_High,44
31:18.4,29365050,2399,Temp_Low,34
31:18.5,29467914,102864,Current,53.8
31:18.5,29467914,102864,Voltage,358.4
31:18.5,29467914,102864,Battery_SOC,61
31:18.5,29470330,2416,Temp_High,44
31:18.5,29470330,2416,Temp_Low,34
31:18.6,29573188,102858,Current,54.8
31:18.6,29573188,102858,Voltage,358.4
31:18.6,29573188,102858,Battery_SOC,62
31:18.6,29575587,2399,Temp_High,44
31:18.6,29575587,2399,Temp_Low,34
31:18.7,29678437,102850,Current,55.8
31:18.7,29678437,102850,Voltage,358.4
31:18.7,29678437,102850,Battery_SOC,63
31:18.7,29680929,2492,Temp_High,45
31:18.7,29680929,2492,Temp_Low,35
31:18.8,29783622,102693,Current,56.8
31:18.8,29783622,102693,Voltage,358.4
31:18.8,29783622,102693,Battery_SOC,64
31:18.8,29786142,2520,Temp_High,45
31:18.8,29786142,2520,Temp_Low,35
31:18.9,29889004,102862,Current,57.8
31:18.9,29889004,102862,Voltage,358.4
31:18.9,29889004,102862,Battery_SOC,65
31:18.9,29891418,2414,Temp_High,46
31:18.9,29891418,2414,Temp_Low,36
31:19.0,29994181,102763,Current,58.8
31:19.0,29994181,102763,Voltage,358.4
31:19.0,29994181,102763,Battery_SOC,66
31:19.0,29996677,2496,Temp_High,46
31:19.0,29996677,2496,Temp_Low,36
31:19.1,30099426,102749,Current,59.8
31:19.1,30099426,102749,Voltage,358.4
31:19.1,30099426,102749,Battery_SOC,67
31:19.1,30101946,2520,Temp_High,46
31:19.1,30101946,2520,Temp_Low,36
31:19.2,30204690,102744,Current,60.8
31:19.2,30204690,102744,Voltage,358.4
31:19.2,30204690,102744,Battery_SOC,68
31:19.2,30207212,2522,Temp_High,47
31:19.2,30207212,2522,Temp_Low,37
31:19.3,30309993,102781,Current,61.8
31:19.3,30309993,102781,Voltage,358.4
31:19.3,30309993,102781,Battery_SOC,69
31:19.3,30312545,2552,Temp_High,47
31:19.3,30312545,2552,Temp_Low,37
31:19.4,30415381,102836,Current,62.8
31:19.4,30415381,102836,Voltage,358.4
31:19.4,30415381,102836,Battery_SOC,70
31:19.4,30417766,2385,Temp_High,48
31:19.4,30417766,2385,Temp_Low,38
31:19.5,30520506,102740,Current,63.8
31:19.5,30520506,102740,Voltage,358.4
31:19.5,30520506,102740,Battery_SOC,71
31:19.5,30523040,2534,Temp_High,48
31:19.5,30523040,2534,Temp_Low,38
31:19.6,30625862,102822,Current,64.8
31:19.6,30625862,102822,Voltage,358.4
31:19.6,30625862,102822,Battery_SOC,72
31:19.6,30628313,2451,Temp_High,48
31:19.6,30628313,2451,Temp_Low,38
31:19.7,30731197,102884,Current,65.8
31:19.7,30731197,102884,Voltage,358.4
31:19.7,30731197,102884,Battery_SOC,73
31:19.7,30733583,2386,Temp_High,49
31:19.7,30733583,2386,Temp_Low,39
31:19.8,30836406,102823,Current,66.8
31:19.8,30836406,102823,Voltage,358.4
31:19.8,30836406,102823,Battery_SOC,74
31:19.8,30838864,2458,Temp_High,49
31:19.8,30838864,2458,Temp_Low,39
31:19.9,30941608,102744,Current,67.8
31:19.9,30941608,102744,Voltage,358.4
31:19.9,30941608,102744,Battery_SOC,75
31:19.9,30944133,2525,Temp_High,50
31:19.9,30944133,2525,Temp_Low,40
31:20.0,31046917,102784,Current,68.8
31:20.0,31046917,102784,Voltage,358.4
31:20.0,31046917,102784,Battery_SOC,76
31:20.0,31049401,2484,Temp_High,50
31:20.0,31049401,2484,Temp_Low,40
31:20.1,31152255,102854,Current,95.4
31:20.1,31152255,102854,Voltage,358.4
31:20.1,31152255,102854,Battery_SOC,77
31:20.1,31154678,2423,Temp_High,50
31:20.1,31154678,2423,Temp_Low,40
31:20.2,31257484,102806,Current,96.4
31:20.2,31257484,102806,Voltage,358.4
31:20.2,31257484,102806,Battery_SOC,78
31:20.3,31259955,2471,Temp_High,51
31:20.3,31259955,2471,Temp_Low,41
31:20.4,31362743,102788,Current,97.4
31:20.4,31362743,102788,Voltage,358.4
31:20.4,31362743,102788,Battery_SOC,79
31:20.4,31365235,2492,Temp_High,51
31:20.4,31365235,2492,Temp_Low,41
31:20.5,31468115,102880,Current,98.4
31:20.5,31468115,102880,Voltage,358.4
31:20.5,31468115,102880,Battery_SOC,80
31:20.5,31470508,2393,Temp_High,52
31:20.5,31470508,2393,Temp_Low,42
31:20.6,31573320,102812,Current,99.4
31:20.6,31573320,102812,Voltage,358.4
31:20.6,31573320,102812,Battery_SOC,81
31:20.6,31575786,2466,Temp_High,52
31:20.6,31575786,2466,Temp_Low,42
31:20.7,31678566,102780,Current,100.4
31:20.7,31678566,102780,Voltage,358.4
31:20.7,31678566,102780,Battery_SOC,82
31:20.7,31681055,2489,Temp_High,52
31:20.7,31681055,2489,Temp_Low,42
31:20.8,31783925,102870,Current,101.4
31:20.8,31783925,102870,Voltage,358.4
31:20.8,31783925,102870,Battery_SOC,83
31:20.8,31786334,2409,Temp_High,53
31:20.8,31786334,2409,Temp_Low,43
31:20.9,31889146,102812,Current,76.8
31:20.9,31889146,102812,Voltage,384
31:20.9,31889146,102812,Battery_SOC,84
31:20.9,31891566,2420,Temp_High,53
31:20.9,31891566,2420,Temp_Low,43
31:21.0,31994321,102755,Current,77.8
31:21.0,31994321,102755,Voltage,384
31:21.0,31994321,102755,Battery_SOC,85
31:21.0,31996845,2524,Temp_High,54
31:21.0,31996845,2524,Temp_Low,44
31:21.1,32099701,102856,Current,78.8
31:21.1,32099701,102856,Voltage,384
31:21.1,32099701,102856,Battery_SOC,86
31:21.1,32102070,2369,Temp_High,54
31:21.1,32102070,2369,Temp_Low,44
31:21.2,32204949,102879,Current,79.8
31:21.2,32204949,102879,Voltage,384
31:21.2,32204949,102879,Battery_SOC,87
31:21.2,32207336,2387,Temp_High,54
31:21.2,32207336,2387,Temp_Low,44
31:21.3,32310134,102798,Current,80.8
31:21.3,32310134,102798,Voltage,384
31:21.3,32310134,102798,Battery_SOC,88
31:21.3,32312597,2463,Temp_High,55
31:21.3,32312597,2463,Temp_Low,45
31:21.4,32415441,102844,Current,81.8
31:21.4,32415441,102844,Voltage,384
31:21.4,32415441,102844,Battery_SOC,89
31:21.4,32417923,2482,Temp_High,55
31:21.4,32417923,2482,Temp_Low,45
31:21.5,32520699,102776,Current,82.8
31:21.5,32520699,102776,Voltage,384
31:21.5,32520699,102776,Battery_SOC,90
31:21.5,32523152,2453,Temp_High,56
31:21.5,32523152,2453,Temp_Low,46
31:21.6,32625887,102735,Current,83.8
31:21.6,32625887,102735,Voltage,384
31:21.6,32625887,102735,Battery_SOC,91
31:21.6,32628409,2522,Temp_High,56
31:21.6,32628409,2522,Temp_Low,46
31:21.7,32731155,102746,Current,84.8
31:21.7,32731155,102746,Voltage,384
31:21.7,32731155,102746,Battery_SOC,92
31:21.7,32733679,2524,Temp_High,56
31:21.7,32733679,2524,Temp_Low,46
31:21.8,32836505,102826,Current,85.8
31:21.8,32836505,102826,Voltage,384
31:21.8,32836505,102826,Battery_SOC,93
31:21.8,32838954,2449,Temp_High,57
31:21.8,32838954,2449,Temp_Low,47
31:21.9,32941818,102864,Current,86.8
31:21.9,32941818,102864,Voltage,384
31:21.9,32941818,102864,Battery_SOC,94
31:21.9,32944210,2392,Temp_High,57
31:21.9,32944210,2392,Temp_Low,47
31:22.0,33047023,102813,Current,87.8
31:22.0,33047023,102813,Voltage,384
31:22.0,33047023,102813,Battery_SOC,95
31:22.0,33049487,2464,Temp_High,58
31:22.0,33049487,2464,Temp_Low,48
31:22.1,33152295,102808,Current,88.8
31:22.1,33152295,102808,Voltage,384
31:22.1,33152295,102808,Battery_SOC,96
31:22.1,33154764,2469,Temp_High,58
31:22.1,33154764,2469,Temp_Low,48
31:22.3,33257626,102862,Current,89.8
31:22.3,33257626,102862,Voltage,384
31:22.3,33257626,102862,Battery_SOC,97
31:22.3,33260038,2412,Temp_High,58
31:22.3,33260038,2412,Temp_Low,48
31:22.4,33362837,102799,Current,90.8
31:22.4,33362837,102799,Voltage,384
31:22.4,33362837,102799,Battery_SOC,98
31:22.4,33365305,2468,Temp_High,59
31:22.4,33365305,2468,Temp_Low,49
31:22.5,33468065,102760,Current,91.8
31:22.5,33468065,102760,Voltage,384
31:22.5,33468065,102760,Battery_SOC,99
31:22.5,33470592,2527,Temp_High,59
31:22.5,33470592,2527,Temp_Low,49
31:22.6,33573460,102868,Current,92.8
31:22.6,33573460,102868,Voltage,384
31:22.6,33573460,102868,Battery_SOC,100
31:22.6,33575914,2454,Temp_High,60
31:22.6,33575914,2454,Temp_Low,50
31:22.7,33678733,102819,Current,18.4
31:22.7,33678733,102819,Voltage,281.6
31:22.7,33678733,102819,Battery_SOC,0
31:22.7,33681206,2473,Temp_High,20
31:22.7,33681206,2473,Temp_Low,10
31:22.8,33783991,102785,Current,19.4
31:22.8,33783991,102785,Voltage,281.6
31:22.8,33783991,102785,Battery_SOC,1
31:22.8,33786309,2318,Temp_High,20
31:22.8,33786309,2318,Temp_Low,10
31:22.9,33889055,102746,Current,20.4
31:22.9,33889055,102746,Voltage,281.6
31:22.9,33889055,102746,Battery_SOC,2
31:22.9,33891428,2373,Temp_High,20
31:22.9,33891428,2373,Temp_Low,10
31:23.0,33994168,102740,Current,21.4
31:23.0,33994168,102740,Voltage,281.6
31:23.0,33994168,102740,Battery_SOC,3
31:23.0,33996489,2321,Temp_High,21
31:23.0,33996489,2321,Temp_Low,11
31:23.1,34099219,102730,Current,22.4
31:23.1,34099219,102730,Voltage,281.6
31:23.1,34099219,102730,Battery_SOC,4
31:23.1,34101613,2394,Temp_High,21
31:23.1,34101613,2394,Temp_Low,11
31:23.2,34204395,102782,Current,23.4
31:23.2,34204395,102782,Voltage,281.6
31:23.2,34204395,102782,Battery_SOC,5
31:23.2,34206700,2305,Temp_High,22
31:23.2,34206700,2305,Temp_Low,12
31:23.3,34309478,102778,Current,24.4
31:23.3,34309478,102778,Voltage,281.6
31:23.3,34309478,102778,Battery_SOC,6
31:23.3,34311817,2339,Temp_High,22
31:23.3,34311817,2339,Temp_Low,12
31:23.4,34414531,102714,Current,25.4
31:23.4,34414531,102714,Voltage,281.6
31:23.4,34414531,102714,Battery_SOC,7
31:23.4,34416920,2389,Temp_High,22
31:23.4,34416920,2389,Temp_Low,12
31:23.5,34519705,102785,Current,0.8
31:23.5,34519705,102785,Voltage,307.2
31:23.5,34519705,102785,Battery_SOC,8
31:23.5,34522008,2303,Temp_High,23
31:23.5,34522008,2303,Temp_Low,13
31:23.6,34624776,102768,Current,1.8
31:23.6,34624776,102768,Voltage,307.2
31:23.6,34624776,102768,Battery_SOC,9
31:23.6,34627145,2369,Temp_High,23
31:23.6,34627145,2369,Temp_Low,13
31:23.7,34729919,102774,Current,2.8
31:23.7,34729919,102774,Voltage,307.2
31:23.7,34729919,102774,Battery_SOC,10
31:23.7,34732333,2414,Temp_High,24
31:23.7,34732333,2414,Temp_Low,14
31:23.8,34835133,102800,Current,3.8
31:23.8,34835133,102800,Voltage,307.2
31:23.8,34835133,102800,Battery_SOC,11
31:23.8,34837570,2437,Temp_High,24
31:23.8,34837570,2437,Temp_Low,14
31:23.9,34940386,102816,Current,4.8
31:23.9,34940386,102816,Voltage,307.2
31:23.9,34940386,102816,Battery_SOC,12
31:23.9,34942805,2419,Temp_High,24
31:23.9,34942805,2419,Temp_Low,14
31:24.0,35045634,102829,Current,5.8
31:24.0,35045634,102829,Voltage,307.2
31:24.0,35045634,102829,Battery_SOC,13
31:24.0,35048027,2393,Temp_High,25
31:24.0,35048027,2393,Temp_Low,15
31:24.1,35150863,102836,Current,6.8
31:24.1,35150863,102836,Voltage,307.2
31:24.1,35150863,102836,Battery_SOC,14
31:24.1,35153264,2401,Temp_High,25
31:24.1,35153264,2401,Temp_Low,15
31:24.2,35256100,102836,Current,7.8
31:24.2,35256100,102836,Voltage,307.2
31:24.2,35256100,102836,Battery_SOC,15
31:24.3,35258493,2393,Temp_High,26
31:24.3,35258493,2393,Temp_Low,16
31:24.4,35361350,102857,Current,8.8
31:24.4,35361350,102857,Voltage,307.2
31:24.4,35361350,102857,Battery_SOC,16
31:24.4,35363805,2455,Temp_High,26
31:24.4,35363805,2455,Temp_Low,16
31:24.5,35466677,102872,Current,9.8
31:24.5,35466677,102872,Voltage,307.2
31:24.5,35466677,102872,Battery_SOC,17
31:24.5,35469046,2369,Temp_High,26
31:24.5,35469046,2369,Temp_Low,16
31:24.6,35571906,102860,Current,10.8
31:24.6,35571906,102860,Voltage,307.2
31:24.6,35571906,102860,Battery_SOC,18
31:24.6,35574302,2396,Temp_High,27
31:24.6,35574302,2396,Temp_Low,17
31:24.7,35677194,102892,Current,11.8
31:24.7,35677194,102892,Voltage,307.2
31:24.7,35677194,102892,Battery_SOC,19
31:24.7,35679585,2391,Temp_High,27
31:24.7,35679585,2391,Temp_Low,17
31:24.8,35782487,102902,Current,12.8
31:24.8,35782487,102902,Voltage,307.2
31:24.8,35782487,102902,Battery_SOC,20
31:24.8,35784864,2377,Temp_High,28
31:24.8,35784864,2377,Temp_Low,18
31:24.9,35887722,102858,Current,13.8
31:24.9,35887722,102858,Voltage,307.2
31:24.9,35887722,102858,Battery_SOC,21
31:24.9,35890132,2410,Temp_High,28
31:24.9,35890132,2410,Temp_Low,18
31:25.0,35993002,102870,Current,14.8
31:25.0,35993002,102870,Voltage,307.2
31:25.0,35993002,102870,Battery_SOC,22
31:25.0,35995401,2399,Temp_High,28
31:25.0,35995401,2399,Temp_Low,18
31:25.1,36098245,102844,Current,15.8
31:25.1,36098245,102844,Voltage,307.2
31:25.1,36098245,102844,Battery_SOC,23
31:25.1,36100662,2417,Temp_High,29
31:25.1,36100662,2417,Temp_Low,19
31:25.2,36203535,102873,Current,16.8
31:25.2,36203535,102873,Voltage,307.2
31:25.2,36203535,102873,Battery_SOC,24
31:25.2,36205934,2399,Temp_High,29
31:25.2,36205934,2399,Temp_Low,19
31:25.3,36308792,102858,Current,17.8
31:25.3,36308792,102858,Voltage,307.2
31:25.3,36308792,102858,Battery_SOC,25
31:25.3,36311189,2397,Temp_High,30
31:25.3,36311189,2397,Temp_Low,20
31:25.4,36414053,102864,Current,44.4
31:25.4,36414053,102864,Voltage,307.2
31:25.4,36414053,102864,Battery_SOC,26
31:25.4,36416467,2414,Temp_High,30
31:25.4,36416467,2414,Temp_Low,20
31:25.5,36519343,102876,Current,45.4
31:25.5,36519343,102876,Voltage,307.2
31:25.5,36519343,102876,Battery_SOC,27
31:25.5,36521750,2407,Temp_High,30
31:25.5,36521750,2407,Temp_Low,20
31:25.6,36624602,102852,Current,46.4
31:25.6,36624602,102852,Voltage,307.2
31:25.6,36624602,102852,Battery_SOC,28
31:25.6,36627007,2405,Temp_High,31
31:25.6,36627007,2405,Temp_Low,21
31:25.7,36729861,102854,Current,47.4
31:25.7,36729861,102854,Voltage,307.2
31:25.7,36729861,102854,Battery_SOC,29
31:25.7,36732281,2420,Temp_High,31
31:25.7,36732281,2420,Temp_Low,21
31:25.8,36835135,102854,Current,48.4
31:25.8,36835135,102854,Voltage,307.2
31:25.8,36835135,102854,Battery_SOC,30
31:25.8,36837554,2419,Temp_High,32
31:25.8,36837554,2419,Temp_Low,22
31:25.9,36940418,102864,Current,49.4
31:25.9,36940418,102864,Voltage,307.2
31:25.9,36940418,102864,Battery_SOC,31
31:25.9,36942825,2407,Temp_High,32
31:25.9,36942825,2407,Temp_Low,22
31:26.0,37045709,102884,Current,50.4
31:26.0,37045709,102884,Voltage,307.2
31:26.0,37045709,102884,Battery_SOC,32
31:26.0,37048147,2438,Temp_High,32
31:26.0,37048147,2438,Temp_Low,22
31:26.1,37151041,102894,Current,25.8
31:26.1,37151041,102894,Voltage,332.8
31:26.1,37151041,102894,Battery_SOC,33
31:26.1,37153350,2309,Temp_High,33
31:26.1,37153350,2309,Temp_Low,23
31:26.2,37256220,102870,Current,26.8
31:26.2,37256220,102870,Voltage,332.8
31:26.2,37256220,102870,Battery_SOC,34
31:26.3,37258652,2432,Temp_High,33
31:26.3,37258652,2432,Temp_Low,23
31:26.4,37361470,102818,Current,27.8
31:26.4,37361470,102818,Voltage,332.8
31:26.4,37361470,102818,Battery_SOC,35
31:26.4,37363861,2391,Temp_High,34
31:26.4,37363861,2391,Temp_Low,24
31:26.5,37466695,102834,Current,28.8
31:26.5,37466695,102834,Voltage,332.8
31:26.5,37466695,102834,Battery_SOC,36
31:26.5,37469142,2447,Temp_High,34
31:26.5,37469142,2447,Temp_Low,24
31:26.6,37572004,102862,Current,29.8
31:26.6,37572004,102862,Voltage,332.8
31:26.6,37572004,102862,Battery_SOC,37
31:26.6,37574450,2446,Temp_High,34
31:26.6,37574450,2446,Temp_Low,24
31:26.7,37677270,102820,Current,30.8
31:26.7,37677270,102820,Voltage,332.8
31:26.7,37677270,102820,Battery_SOC,38
31:26.7,37679685,2415,Temp_High,35
31:26.7,37679685,2415,Temp_Low,25
31:26.8,37782549,102864,Current,31.8
31:26.8,37782549,102864,Voltage,332.8
31:26.8,37782549,102864,Battery_SOC,39
31:26.8,37784966,2417,Temp_High,35
31:26.8,37784966,2417,Temp_Low,25
31:26.9,37887832,102866,Current,32.8
31:26.9,37887832,102866,Voltage,332.8
31:26.9,37887832,102866,Battery_SOC,40
31:26.9,37890240,2408,Temp_High,36
31:26.9,37890240,2408,Temp_Low,26
31:27.0,37993110,102870,Current,33.8
31:27.0,37993110,102870,Voltage,332.8
31:27.0,37993110,102870,Battery_SOC,41
31:27.0,37995515,2405,Temp_High,36
31:27.0,37995515,2405,Temp_Low,26
31:27.1,38098371,102856,Current,34.8
31:27.1,38098371,102856,Voltage,332.8
31:27.1,38098371,102856,Battery_SOC,42
31:27.1,38100791,2420,Temp_High,36
31:27.1,38100791,2420,Temp_Low,26
31:27.2,38203663,102872,Current,35.8
31:27.2,38203663,102872,Voltage,332.8
31:27.2,38203663,102872,Battery_SOC,43
31:27.2,38206064,2401,Temp_High,37
31:27.2,38206064,2401,Temp_Low,27
31:27.3,38308910,102846,Current,36.8
31:27.3,38308910,102846,Voltage,332.8
31:27.3,38308910,102846,Battery_SOC,44
31:27.3,38311315,2405,Temp_High,37
31:27.3,38311315,2405,Temp_Low,27
31:27.4,38414175,102860,Current,37.8
31:27.4,38414175,102860,Voltage,332.8
31:27.4,38414175,102860,Battery_SOC,45
31:27.4,38416583,2408,Temp_High,38
31:27.4,38416583,2408,Temp_Low,28
31:27.5,38519455,102872,Current,38.8
31:27.5,38519455,102872,Voltage,332.8
31:27.5,38519455,102872,Battery_SOC,46
31:27.5,38521848,2393,Temp_High,38
31:27.5,38521848,2393,Temp_Low,28
31:27.6,38624698,102850,Current,39.8
31:27.6,38624698,102850,Voltage,332.8
31:27.6,38624698,102850,Battery_SOC,47
31:27.6,38627111,2413,Temp_High,38
31:27.6,38627111,2413,Temp_Low,28
31:27.7,38729965,102854,Current,40.8
31:27.7,38729965,102854,Voltage,332.8
31:27.7,38729965,102854,Battery_SOC,48
31:27.7,38732421,2456,Temp_High,39
31:27.7,38732421,2456,Temp_Low,29
31:27.8,38835293,102872,Current,41.8
31:27.8,38835293,102872,Voltage,332.8
31:27.8,38835293,102872,Battery_SOC,49
31:27.8,38837652,2359,Temp_High,39
31:27.8,38837652,2359,Temp_Low,29
31:27.9,38940528,102876,Current,42.8
31:27.9,38940528,102876,Voltage,332.8
31:27.9,38940528,102876,Battery_SOC,50
31:27.9,38942907,2379,Temp_High,40
31:27.9,38942907,2379,Temp_Low,30
31:28.0,39045800,102893,Current,43.8
31:28.0,39045800,102893,Voltage,332.8
31:28.0,39045800,102893,Battery_SOC,51
31:28.0,39048175,2375,Temp_High,40
31:28.0,39048175,2375,Temp_Low,30
31:28.1,39151041,102866,Current,70.4
31:28.1,39151041,102866,Voltage,332.8
31:28.1,39151041,102866,Battery_SOC,52
31:28.1,39153444,2403,Temp_High,40
31:28.1,39153444,2403,Temp_Low,30
31:28.2,39256320,102876,Current,71.4
31:28.2,39256320,102876,Voltage,332.8
31:28.2,39256320,102876,Battery_SOC,53
31:28.3,39258710,2390,Temp_High,41
31:28.3,39258710,2390,Temp_Low,31
31:28.4,39361556,102846,Current,72.4
31:28.4,39361556,102846,Voltage,332.8
31:28.4,39361556,102846,Battery_SOC,54
31:28.4,39363983,2427,Temp_High,41
31:28.4,39363983,2427,Temp_Low,31
31:28.5,39466829,102846,Current,73.4
31:28.5,39466829,102846,Voltage,332.8
31:28.5,39466829,102846,Battery_SOC,55
31:28.5,39469256,2427,Temp_High,42
31:28.5,39469256,2427,Temp_Low,32
31:28.6,39572120,102864,Current,74.4
31:28.6,39572120,102864,Voltage,332.8
31:28.6,39572120,102864,Battery_SOC,56
31:28.6,39574536,2416,Temp_High,42
31:28.6,39574536,2416,Temp_Low,32
31:28.7,39677388,102852,Current,75.4
31:28.7,39677388,102852,Voltage,332.8
31:28.7,39677388,102852,Battery_SOC,57
31:28.7,39679811,2423,Temp_High,42
31:28.7,39679811,2423,Temp_Low,32
31:28.8,39782685,102874,Current,76.4
31:28.8,39782685,102874,Voltage,332.8
31:28.8,39782685,102874,Battery_SOC,58
31:28.8,39785096,2411,Temp_High,43
31:28.8,39785096,2411,Temp_Low,33
31:28.9,39887963,102867,Current,51.8
31:28.9,39887963,102867,Voltage,358.4
31:28.9,39887963,102867,Battery_SOC,59
31:28.9,39890334,2371,Temp_High,43
31:28.9,39890334,2371,Temp_Low,33
31:29.0,39993206,102872,Current,52.8
31:29.0,39993206,102872,Voltage,358.4
31:29.0,39993206,102872,Battery_SOC,60
31:29.0,39995597,2391,Temp_High,44
31:29.0,39995597,2391,Temp_Low,34
31:29.1,40098457,102860,Current,53.8
31:29.1,40098457,102860,Voltage,358.4
31:29.1,40098457,102860,Battery_SOC,61
31:29.1,40100871,2414,Temp_High,44
31:29.1,40100871,2414,Temp_Low,34
31:29.2,40203737,102866,Current,54.8
31:29.2,40203737,102866,Voltage,358.4
31:29.2,40203737,102866,Battery_SOC,62
31:29.2,40206142,2405,Temp_High,44
31:29.2,40206142,2405,Temp_Low,34
31:29.3,40309004,102862,Current,55.8
31:29.3,40309004,102862,Voltage,358.4
31:29.3,40309004,102862,Battery_SOC,63
31:29.3,40311411,2407,Temp_High,45
31:29.3,40311411,2407,Temp_Low,35
31:29.4,40414279,102868,Current,56.8
31:29.4,40414279,102868,Voltage,358.4
31:29.4,40414279,102868,Battery_SOC,64
31:29.4,40416723,2444,Temp_High,45
31:29.4,40416723,2444,Temp_Low,35
31:29.5,40519597,102874,Current,57.8
31:29.5,40519597,102874,Voltage,358.4
31:29.5,40519597,102874,Battery_SOC,65
31:29.5,40521950,2353,Temp_High,46
31:29.5,40521950,2353,Temp_Low,36
31:29.6,40624812,102862,Current,58.8
31:29.6,40624812,102862,Voltage,358.4
31:29.6,40624812,102862,Battery_SOC,66
31:29.6,40627211,2399,Temp_High,46
31:29.6,40627211,2399,Temp_Low,36
31:29.7,40730082,102871,Current,59.8
31:29.7,40730082,102871,Voltage,358.4
31:29.7,40730082,102871,Battery_SOC,67
31:29.7,40732485,2403,Temp_High,46
31:29.7,40732485,2403,Temp_Low,36
31:29.8,40835345,102860,Current,60.8
31:29.8,40835345,102860,Voltage,358.4
31:29.8,40835345,102860,Battery_SOC,68
31:29.8,40837764,2419,Temp_High,47
31:29.8,40837764,2419,Temp_Low,37
31:29.9,40940622,102858,Current,61.8
31:29.9,40940622,102858,Voltage,358.4
31:29.9,40940622,102858,Battery_SOC,69
31:29.9,40943037,2415,Temp_High,47
31:29.9,40943037,2415,Temp_Low,37
